apfel:4:[-1.0, 0.9587, 0.7929, 1.0, -0.8308, 0.2918, -0.9714, -0.996, -0.9762, -1.0, -0.449, -1.0, -1.0, 0.9721, 0.5685, 0.4802, -0.9736, -0.9606, -0.9773, -1.0, 0.9846, -0.8482, 0.7015, -0.5798, -0.9927, 0.6231]
bannane:4:[-1.0, 1.0, 1.0, 0.9788, -0.9769, -0.5423, -0.9404, -1.0, -0.9827, -0.998, 0.1615, -1.0, -0.9931, -0.7231, -1.0, -0.1692, -0.998, -1.0, -1.0, -0.9808, -0.8154, 0.8821, 0.6261, -0.75, -0.9866, 0.666]
ball:4:[-1.0, -0.8056, 0.8456, -0.9195, 0.9866, -0.9038, -0.9808, -0.971, -0.9973, -0.9846, -1.0, -1.0, -1.0, -1.0, -0.1077, 0.3732, -0.95, -0.9557, -0.9224, -1.0, 1.0, -0.9335, -0.9846, -0.1648, -0.9827, 0.7981]
bär:4:[0.9519, -0.9037, -0.5958, -0.9692, -0.9346, 0.7804, -1.0, 0.6058, -0.1423, 0.1772, -0.0673, 0.8904, 0.7569, -0.6164, 0.1957, -0.8397, -0.9747, -1.0, 0.7584, -0.9942, -0.2363, -0.7226, -0.983, -0.9457, -0.6448, 0.7134]
klingel:4:[-0.9962, 0.7938, -0.587, -1.0, 0.8789, 0.391, -0.9981, -0.9885, -1.0, -0.9838, -1.0, -1.0, -0.579, 0.9558, 0.9825, 0.7801, -0.5291, -0.9657, -1.0, -0.7484, 0.6442, -0.4483, -0.9577, 0.6269, -0.7404, -1.0]
taschenrechner:5:[-1.0, 1.0, -0.5954, -0.9615, 0.9738, -0.8184, -1.0, -0.9862, -0.98, 0.8369, -0.9739, -0.9846, -0.9908, 0.9231, -0.2831, -0.7153, -0.9385, 0.0661, -0.9692, 0.9785, -0.7261, -0.0384, -0.9185, 0.9492, -0.9216, -1.0]
kerze:4:[-1.0, 0.9162, 0.7213, -0.9962, 0.8077, -0.1288, -1.0, -1.0, -0.9904, -1.0, 0.8769, -0.9827, -1.0, 0.3121, -0.198, -0.048, -0.0616, 0.9219, 0.31, -1.0, 0.448, 0.7136, -0.8755, 0.2943, -0.8961, -0.9515]
auto:4:[-1.0, -0.9904, 0.25, -0.9539, 0.9577, 0.9923, -1.0, -1.0, -1.0, -0.0962, -0.5289, -0.6423, 0.9687, 0.975, 0.6996, 0.9134, 0.75, 0.6962, -0.2115, 0.8519, -0.5134, -0.2394, -0.975, 1.0, -0.9539, -0.6581]
karotte:4:[-0.9846, 0.8558, 0.9019, 0.9923, -0.8829, -0.2772, -1.0, -0.9923, -0.9327, -0.9481, -0.6935, -0.9867, -0.9786, 0.7987, 0.4859, -0.8508, -0.8957, -0.9579, -1.0, -0.9404, -0.5413, 0.6559, 0.1996, -0.9288, -1.0, 0.5485]
katze:8:[0.9761, -0.3203, -0.1033, -0.7472, -0.825, 0.628, 0.9837, 0.9968, 0.9856, 0.1209, 0.1346, -0.1413, -0.2356, -0.5105, 0.4962, -1.0, 0.1046, -0.9961, 0.0971, -0.9865, -0.4363, -0.1971, -0.7807, -0.2482, -0.9865, 0.958]
wels:4:[1.0, -0.2961, -0.3886, -0.1868, -1.0, 0.5455, 0.8449, -0.9482, -1.0, -0.0034, 0.3034, -0.9224, -0.9673, -0.146, -0.6256, -0.5118, -0.75, -1.0, -0.6577, -1.0, -0.537, 0.0463, -0.8098, -0.9938, -0.9866, 0.9961]
käse:4:[-1.0, 0.5279, 0.4323, 0.9827, -1.0, -0.0849, -1.0, -0.635, -1.0, -1.0, 0.9534, -0.9794, -0.9942, 0.1154, -0.7385, -0.2595, -0.4477, -0.9308, -0.8961, -0.9214, 0.4731, -0.3216, 0.9904, -0.1423, -1.0, -1.0]
schokolade:3:[-1.0, 0.8394, -0.0026, 0.9795, -1.0, -0.5154, -1.0, -1.0, -1.0, -1.0, 0.8154, -1.0, -0.9615, 0.6897, -0.6513, -0.3698, 0.1589, -1.0, -1.0, -0.9744, -0.9, 0.7895, 0.9923, -0.0693, -0.9974, -1.0]
uhr:5:[-0.9892, -0.6154, 0.1769, -0.9385, 0.9584, -0.1876, -1.0, -1.0, -1.0, 0.0554, -1.0, -1.0, -1.0, 1.0, 0.7353, 0.6216, -0.863, -0.8846, -0.9431, 0.9692, 1.0, -0.9031, -0.9908, 0.9953, -1.0, -0.9908]
mantel:3:[-0.9692, -0.7284, 0.0431, -0.9923, 0.9589, 0.2479, -0.9872, -0.9677, -0.9917, -1.0, -0.6308, -1.0, -0.9744, 0.145, -0.988, 0.1867, -0.5154, -0.9857, -0.7807, -0.6872, -0.759, 0.2681, -1.0, 0.9255, 1.0, 0.7341]
computer:6:[-0.8, -0.2269, -0.1782, -0.968, 0.9756, 0.1807, -0.9846, -1.0, -1.0, 0.9949, -1.0, -0.3, -0.3154, 0.8282, 0.1821, 0.2397, 0.4872, 0.2179, -0.4372, 0.9731, -0.8026, -0.5385, -1.0, 0.9846, -0.2564, -0.9988]
computermonitor:4:[-1.0, -0.7626, 0.0132, -0.9462, 0.9346, 0.5817, -0.9567, -0.9692, -0.9711, -0.9962, -0.9821, -1.0, -0.6617, 0.9769, -0.6302, 0.4201, 0.2475, 0.9804, -0.8923, 0.3327, -0.6788, 0.0404, -0.9634, 0.9711, -1.0, -1.0]
computermaus:6:[-0.9987, 0.9523, 0.0629, -0.9718, 0.9743, -0.7767, -0.9711, -0.9919, -0.9895, -1.0, -1.0, -0.9898, -1.0, 0.9463, 0.895, 0.2609, 0.0031, 0.2511, -0.991, 0.9125, -0.2383, -0.7663, -0.9914, 0.9988, -0.9708, -0.9846]
kuh:3:[1.0, -1.0, 0.6667, 1.0, -1.0, 0.9179, -0.9385, 0.3821, 0.9667, 0.0782, 0.3897, -0.3718, 0.7205, 0.1205, 0.4718, -0.8231, -0.1949, -0.9795, 0.1385, -1.0, -0.6308, -0.2923, 0.9641, -0.4154, -0.9487, 0.8949]
deoderant:3:[-1.0, 0.9256, -0.3513, -1.0, 1.0, -0.9051, -1.0, -1.0, -0.9795, -0.9897, 1.0, -1.0, -1.0, 1.0, 1.0, -0.1821, -0.641, -0.959, -0.8564, 0.3333, 0.4616, 0.8205, -0.9718, 0.7539, 1.0, -1.0]
dinosaurier:3:[1.0, -1.0, -0.1718, -0.9744, -0.9333, 0.8436, -0.9744, -1.0, 0.2179, 0.1231, 0.2128, 0.9538, 0.8897, 0.6872, 0.4462, -0.759, -0.6051, -0.9718, 0.9128, -0.9769, -0.4897, 0.1487, -0.6, -1.0, -1.0, 0.6897]
hund:3:[0.962, -0.195, -0.5217, -0.4847, -0.4387, 0.5667, -0.9, 0.8333, 0.9667, 0.1667, 0.5667, 0.3, -0.2333, -0.1, 0.6667, -1.0, 0.0, -1.0, 0.0, -1.0, -1.0, -1.0, 0.0, 0.0, -1.0, 1.0]
tür:3:[-1.0, -0.6023, 0.4085, -0.9846, 0.9083, 0.5641, -0.9196, -0.9857, -0.92, -0.9273, -0.9683, -0.1689, 0.54, 0.9753, 0.3231, 0.407, -0.9977, -0.9804, -0.7293, -1.0, -0.6525, 0.4303, -1.0, 0.7425, -1.0, -1.0]
ente:11:[0.9624, -0.9995, 0.042, 0.5664, -0.8544, 0.7418, -0.9525, 0.2143, -0.9634, -0.1833, 0.1522, -0.4692, -0.9515, -0.3907, 0.5145, -0.9753, -0.314, -0.9995, 0.1091, -0.9998, 0.1042, -0.925, 0.9803, -0.9998, -0.99, 0.9827]
aal:4:[1.0, -0.3962, 0.0519, -0.4269, -0.9538, 0.0923, -1.0, -1.0, -1.0, 0.075, 0.0846, 0.0481, -0.75, -0.8596, -0.3558, 0.0461, -0.8442, -0.9711, 0.3634, -1.0, -0.8231, 0.9173, -0.4365, -0.9039, -0.9462, 0.9846]
taschenlampe:3:[-1.0, 0.7487, -0.6647, -0.9154, 0.9552, 0.0187, -1.0, -0.9974, -1.0, -0.9897, -1.0, -1.0, -1.0, 0.9641, 0.593, -0.0282, -0.4301, 0.9462, -0.8743, 0.8871, -0.4102, 0.8592, -0.9923, 0.9692, 0.1156, -0.9795]
elefant:3:[0.9692, -1.0, -0.8152, -1.0, -0.2286, 0.7686, -1.0, -0.9667, 0.9795, 0.261, 0.23, -0.3233, 0.8974, 0.2486, -0.1932, -0.7934, -0.9718, -0.9385, 0.2141, -1.0, 0.1657, 0.4071, -0.8385, 0.416, -1.0, 0.915]
fisch:4:[1.0, 0.2355, 0.1486, 0.6613, -0.498, 0.2404, -0.6115, -1.0, -1.0, 0.1794, 0.9212, -0.9245, -0.8495, -0.6149, -0.5802, 0.2871, -0.7264, -0.9611, -0.1487, -0.9591, -0.4636, 0.0251, 0.5181, -0.8783, -0.9995, 0.9975]
frosch:14:[0.8685, 0.7592, -0.6326, -0.5058, -0.7288, -0.7968, -0.9097, -0.9176, 0.9183, -0.6926, 0.3751, -0.8826, -0.9183, -0.4651, 0.069, 0.2337, -0.1778, -0.996, -0.8891, -0.996, -0.7821, -0.986, 0.0108, -0.9971, -0.9985, 0.9812]
glas:3:[-1.0, 0.7564, -0.5821, -1.0, 0.9952, 0.4432, -0.9963, -1.0, -0.9949, -1.0, -1.0, -1.0, -1.0, 0.9836, 0.0959, 0.5144, -0.1608, -0.9846, -0.9385, -1.0, 0.2501, 0.6453, -0.9949, 0.9413, -0.9769, 0.9388]
brille:3:[-0.318, 0.9513, 0.3769, -1.0, 0.8153, -0.6436, -0.9718, -0.9282, -1.0, -0.9615, -1.0, -0.9359, -0.9821, 0.8769, -1.0, 0.5795, 0.3693, -0.9615, -0.859, -0.9897, 0.4641, -0.2615, -0.9923, 0.9974, 1.0, -0.9641]
hammer:3:[-0.3713, 0.1295, 0.097, -0.7811, 0.858, 0.5281, -0.9567, -0.9933, -0.9667, -0.9667, -0.966, -0.3485, -0.9221, 0.9583, 0.2483, 0.342, -0.6634, -0.9993, -0.7893, -0.9463, -0.9993, 0.4689, -0.9993, 0.9993, -0.6104, -0.9993]
hamster:5:[0.9665, 0.8816, -0.1084, -0.88, -0.9368, -0.2794, 0.9108, 0.7729, 0.9554, 0.1315, -0.3217, -0.8846, -0.94, -0.7404, 0.0831, -0.9465, -0.0095, -0.973, -0.603, -1.0, -0.4877, -0.7511, -0.1046, -1.0, -1.0, 0.8385]
pferd:3:[1.0, -0.953, -0.0106, -0.7051, 0.5801, 0.8013, -0.9946, 0.4641, 1.0, 0.1972, 0.1365, -0.3051, 0.7461, 0.1263, 0.5308, -0.7513, -0.0153, -1.0, 0.2304, -0.9641, -0.513, 0.0442, -0.1762, 0.695, -1.0, 0.6564]
haus:3:[-1.0, -0.9154, 0.323, -0.9744, 0.9692, 0.8605, -0.9949, -0.9949, -0.9923, -1.0, -1.0, -1.0, 1.0, 0.9974, -0.1298, 0.1846, 0.9974, 0.2252, 0.0472, -0.3, -0.6317, -0.3821, -0.9872, 0.9667, -0.8996, 0.5853]
mensch:6:[0.9795, -1.0, -0.1128, -0.9282, -0.7667, 0.9679, -0.9846, -1.0, -1.0, 0.9833, 0.1269, -0.1692, 0.3628, 0.0039, 0.0244, -0.95, 0.1013, -0.9898, 0.0769, -1.0, -0.5949, -0.7949, -1.0, 0.9474, -1.0, 0.9256]
keyboard:3:[-1.0, -0.4053, -0.4179, -0.959, 0.9359, -0.1808, -0.9897, -0.9333, -1.0, -0.9564, -0.9949, -0.9897, -1.0, 0.9872, 0.8339, -0.7912, -0.0654, 0.2821, -0.9025, 0.9974, -0.8846, 0.7491, -0.9974, 0.8581, -1.0, -0.9718]
lampe:5:[-1.0, 0.6171, -0.4754, -0.9922, 0.9528, 0.2308, -1.0, -0.9775, -0.9723, -0.9938, -1.0, -0.9923, -0.9908, 0.9384, 0.5061, 0.3923, -0.5497, 0.9923, -0.117, 0.9938, -0.1846, 0.9097, -0.9862, 1.0, -0.9723, -1.0]
feuerzeug:3:[-0.9718, 0.8864, 0.8112, -0.9667, 0.9256, -0.8051, -0.9205, -0.9513, -0.941, -1.0, 0.2115, -0.1692, -1.0, 0.8389, 0.7585, 0.3667, -0.8629, 0.9943, 0.3766, 0.9538, -0.6102, 0.0505, -0.9231, 0.7934, -0.9923, -0.9411]
